"user"	"date"	"oclc"	"name"	"state"	"ids"	"turn"	"status"	"distance"
"ferrym"	"2017-09-06"	"HMY"	"HARVARD UNIV YENCHING LIBRARY"	"MA"	false	"3"	"Faculty"	"0"
"ferrym"	"2017-04-21"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"7"	"Faculty"	"352"
"ferrym"	"2017-08-30"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"8"	"Faculty"	"2415"
"ferrym"	"2016-04-29"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"7"	"Faculty"	"133"
"ferrym"	"2017-05-16"	"YSM"	"STONY BROOK UNIVERSITY"	"NY"	true	"8"	"Faculty"	"138"
"ferrym"	"2017-10-04"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"10"	"Faculty"	"352"
"ferrym"	"2015-07-09"	"CUY"	"UNIVERSITY of CALIFORNIA, BERKELEY"	"CA"	false	"34"	"Faculty"	"2533"
"ferrym"	"2015-08-21"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"8"	"Faculty"	"139"
"ferrym"	"2017-10-04"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"6"	"Faculty"	"352"
"ferrym"	"2017-10-04"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"6"	"Faculty"	"133"
"ferrym"	"2015-06-09"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"5"	"Faculty"	"133"
"ferrym"	"2015-06-17"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"5"	"Faculty"	"133"
"ferrym"	"2015-08-07"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"7"	"Faculty"	"116"
"ferrym"	"2015-01-20"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"8"	"Faculty"	"268"
"ferrym"	"2015-01-29"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"ferrym"	"2015-09-03"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"ferrym"	"2016-04-05"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"7"	"Faculty"	"116"
"ferrym"	"2017-10-17"	"NUI"	"UNIVERSITY of IOWA LIBRARY"	"IA"	false	"5"	"Faculty"	"0"
"ferrym"	"2017-01-09"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"6"	"Faculty"	"133"
"ferrym"	"2017-10-17"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"8"	"Faculty"	"139"
"ferrym"	"2017-10-04"	"CGU"	"UNIVERSITY of CHICAGO"	"IL"	false	"8"	"Faculty"	"701"
"ferrym"	"2015-05-07"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"5"	"Faculty"	"116"
"ferrym"	"2015-07-09"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"5"	"Faculty"	"352"
"ferrym"	"2015-09-03"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"2"	"Faculty"	"78"
"ferrym"	"2015-05-07"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"6"	"Faculty"	"352"
"ferrym"	"2015-06-23"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"ferrym"	"2015-05-07"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"6"	"Faculty"	"139"
"ferrym"	"2015-01-20"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"8"	"Faculty"	"1617"
"ferrym"	"2017-06-20"	"IUL"	"INDIANA UNIVERSITY"	"IN"	false	"14"	"Faculty"	"702"
"ferrym"	"2016-03-28"	"KUK"	"UNIVERSITY of KENTUCKY LIBRARY"	"KY"	false	"7"	"Faculty"	"0"
"ferrym"	"2017-09-19"	"AUM"	"UNIVERSITY of MASSACHUSETTS AMHERST"	"MA"	true	"10"	"Faculty"	"77"
"ferrym"	"2015-05-07"	"HMY"	"HARVARD UNIV, YENCHING LIBRARY"	"MA"	false	"6"	"Faculty"	"0"
"ferrym"	"2015-09-03"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"7"	"Faculty"	"139"
"ferrym"	"2017-06-20"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"9"	"Faculty"	"2415"
"ferrym"	"2015-07-09"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"8"	"Faculty"	"213"
"ferrym"	"2017-10-04"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"4"	"Faculty"	"139"
"fertitte"	"2016-03-14"	"FUG"	"UNIVERSITY of FLORIDA"	"FL"	false	"11"	"NA"	"0"
"finkelc"	"2014-11-14"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"NA"	"10"
"finkelc"	"2014-11-26"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"13"	"NA"	"966"
"finkelc"	"2016-01-05"	"YLC"	"CLINTON COMMUN COLLEGE"	"NY"	true	"6"	"NA"	"0"
"finkelc"	"2013-11-15"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"8"	"NA"	"966"
"finkelc"	"2016-02-03"	"VWB"	"BRONX COMMUN COL LIBRARY"	"NY"	true	"7"	"NA"	"0"
"firlottl"	"2015-10-28"	"COV"	"UNIVERSITY of NORTHERN COLORADO"	"CO"	false	"10"	"Student"	"1419"
"fitzpatk"	"2017-03-16"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"5"	"Student"	"113"
"fleishml"	"2016-08-15"	"IAU"	"AUSTIN COLLEGE"	"TX"	false	"8"	"Faculty"	"0"
"fleishml"	"2016-09-20"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"3"	"Faculty"	"453"
"flynna"	"2014-06-10"	"XBM"	"SUNY at BROCKPORT"	"NY"	true	"6"	"Student"	"0"
"flynna"	"2013-11-20"	"ZMC"	"MANHATTAN COL LIBRARY"	"NY"	false	"4"	"Student"	"0"
"forellij"	"2014-11-13"	"WCM"	"WILLIAMS COLLEGE"	"MA"	false	"6"	"Student"	"37"
"forellij"	"2014-11-26"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"7"	"Student"	"352"
"formanb"	"2014-07-03"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"4"	"NA"	"214"
"forougha"	"2015-05-19"	"IOG"	"GRINNELL COLLEGE"	"IA"	false	"5"	"Faculty"	"961"
"fosters"	"2013-11-11"	"EXA"	"ALBION COLLEGE"	"MI"	false	"12"	"Student"	"0"
"francisa"	"2017-09-21"	"COR"	"REGIS UNIVERSITY"	"CO"	false	"11"	"Student"	"0"
"francisa"	"2017-09-21"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"8"	"Student"	"1617"
"francisa"	"2017-10-19"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"NA"	"10"
"francisn"	"2016-08-22"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"7"	"Student"	"268"
"fraserr"	"2014-11-21"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"5"	"Student"	"133"
"fraserr"	"2016-11-28"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"4"	"Student"	"352"
"frederid"	"2016-02-02"	"ZRS"	"SAGE COL, THE"	"NY"	true	"7"	"Student"	"0"
"frehillj"	"2016-11-22"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"3"	"Student"	"213"
"frehillj"	"2016-11-22"	"VUE"	"UPPER HUDSON LIBR SYST"	"NY"	false	"3"	"Student"	"0"
"frischr"	"2015-03-03"	"UAB"	"UNIVERSITY of ALBERTA"	"AB"	false	"19"	"Student"	"0"
"frischr"	"2015-03-17"	"IDU"	"DEPAUW UNIVERSITY"	"IN"	false	"7"	"Student"	"706"
"frischr"	"2015-03-17"	"ZXC"	"CITY COL, CUNY"	"NY"	true	"6"	"Student"	"0"
"fryea"	"2013-11-06"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"galeanoc"	"2017-05-30"	"DRB"	"DARTMOUTH COLLEGE"	"NH"	true	"8"	"Student"	"0"
"galeanoc"	"2017-02-27"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"galeanoc"	"2017-05-03"	"MUU"	"UNIVERSITY of MISSOURI--COLUMBIA"	"MO"	false	"6"	"Student"	"996"
"gallasa"	"2017-02-17"	"AKD"	"CENTRAL ARKANSAS LIBR SYST"	"AR"	false	"16"	"Faculty"	"0"
"gallasa"	"2016-09-16"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"7"	"Faculty"	"116"
"gaoy2"	"2017-06-07"	"GZN"	"UNIVERSITY of WISCONSIN, MILWAUKEE"	"WI"	false	"16"	"Student"	"705"
"gaoy2"	"2017-03-02"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Student"	"10"
"gaoy2"	"2017-06-07"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"6"	"Student"	"453"
"gaoy2"	"2017-03-20"	"LAD"	"NEUMANN UNIVERSITY"	"PA"	false	"12"	"Student"	"0"
"gaoy2"	"2017-03-20"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"11"	"Student"	"1313"
"gaoy2"	"2017-02-16"	"COA"	"UNIVERSITY of COLORADO at DENVER, AURARIA LIBRARY"	"CO"	false	"15"	"Student"	"0"
"gaoy2"	"2017-03-20"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"5"	"Student"	"207"
"garciac"	"2014-01-30"	"FEC"	"ECKERD COLLEGE"	"FL"	false	"0"	"Student"	"0"
"garciac"	"2014-03-17"	"LM1"	"MONASH UNIV LIBRARY"	"AS"	false	"8"	"Student"	"0"
"garciac"	"2014-06-11"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"8"	"Student"	"1313"
"garciac"	"2014-02-11"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"5"	"Student"	"453"
"garciac"	"2014-03-17"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"13"	"Student"	"139"
"garciac"	"2014-05-05"	"CBY"	"COLBY COLLEGE"	"ME"	true	"3"	"Student"	"245"
"garciaw"	"2014-10-02"	"BUF"	"SUNY at BUFFALO"	"NY"	true	"4"	"faculty"	"248"
"gardellh"	"2014-03-31"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"7"	"Student"	"237"
"gardellh"	"2015-03-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"gardellh"	"2015-03-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"gayb"	"2017-04-17"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Student"	"10"
"gayb"	"2017-06-08"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"gazzarrt"	"2015-02-18"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"2"	"Faculty"	"207"
"gazzarrt"	"2016-10-20"	"MUU"	"UNIVERSITY of MISSOURI--COLUMBIA"	"MO"	false	"4"	"Faculty"	"996"
"gazzarrt"	"2016-06-20"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"gazzarrt"	"2016-11-15"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"5"	"Faculty"	"213"
"gazzarrt"	"2014-11-13"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"5"	"Faculty"	"133"
"gazzarrt"	"2017-01-24"	"BNG"	"STATE UNIVERSITY of NEW YORK, BINGHAMTON LIBRARY"	"NY"	true	"3"	"Faculty"	"116"
"gazzarrt"	"2017-03-02"	"SNN"	"SMITH COLLEGE"	"MA"	false	"5"	"Faculty"	"74"
"gazzarrt"	"2016-10-21"	"ORC"	"REED COL LIBRARY"	"OR"	false	"11"	"Faculty"	"2384"
"gazzarrt"	"2015-06-24"	"CLU"	"UNIVERSITY of CALIFORNIA, LOS ANGELES"	"CA"	false	"9"	"Faculty"	"0"
"gazzarrt"	"2015-07-08"	"VYF"	"FORDHAM UNIVERSITY"	"NY"	false	"8"	"Faculty"	"0"
"gazzarrt"	"2015-03-09"	"JHE"	"JOHNS HOPKINS UNIVERSITY"	"MD"	false	"8"	"Faculty"	"0"
"gazzarrt"	"2017-03-28"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"3"	"Faculty"	"206"
"gazzarrt"	"2016-02-04"	"ORC"	"REED COL LIBRARY"	"OR"	false	"8"	"Faculty"	"2384"
"gazzarrt"	"2017-04-05"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"4"	"Faculty"	"352"
"gazzarrt"	"2016-09-19"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"8"	"Faculty"	"116"
"gazzilla"	"2013-11-13"	"NNM"	"DAVIDSON COLLEGE"	"NC"	false	"3"	"Student"	"626"
"gebarae"	"2017-06-08"	"WIS"	"UNIVERSITY of WISCONSIN, STEVENS POINT"	"WI"	false	"8"	"Student"	"0"
"gebarae"	"2017-06-08"	"WEL"	"WELLESLEY COL, MARGARET CLAPP LIBRARY"	"MA"	true	"3"	"Student"	"138"
"gebarae"	"2017-03-16"	"CWC"	"WHITTIER COLLEGE"	"CA"	false	"16"	"Student"	"0"
"gebarae"	"2017-05-23"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"3"	"Student"	"14"
"gebarae"	"2017-05-10"	"EZC"	"CENTRAL MICHIGAN UNIVERSITY"	"MI"	false	"7"	"Student"	"0"
"gebarae"	"2016-06-08"	"VVN"	"NIAGARA UNIVERSITY"	"NY"	false	"6"	"Student"	"0"
"gebaras"	"2017-10-17"	"NNM"	"DAVIDSON COLLEGE"	"NC"	false	"4"	"Student"	"626"
"gebaras"	"2017-10-03"	"VJN"	"COLLEGE of ST ROSE LIBRARY"	"NY"	true	"0"	"Student"	"13"
"gebaras"	"2017-10-22"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"0"	"Student"	"21"
"gebaras"	"2017-09-21"	"FXG"	"FLORIDA INT UNIVERSITY"	"FL"	false	"17"	"Student"	"0"
"gelsthop"	"2016-11-22"	"TMA"	"UNIVERSITY of MEMPHIS"	"TN"	false	"9"	"Student"	"0"
"geremian"	"2016-07-18"	"WKM"	"SUNY AGR & TECH COL at COBLESKILL"	"NY"	true	"5"	"Student"	"0"
"gerhand"	"2016-02-12"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"3"	"Faculty"	"113"
"ghalya"	"2014-11-12"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"8"	"Faculty"	"2415"
"ghalya"	"2017-10-09"	"VVS"	"SARAH LAWRENCE COLLEGE"	"NY"	false	"8"	"Faculty"	"0"
"ghanemo"	"2014-10-06"	"VKM"	"SIENA COLLEGE"	"NY"	false	"8"	"Student"	"11"
"gilesl"	"2017-09-25"	"BTS"	"BATES COLLEGE"	"ME"	true	"8"	"Student"	"207"
"gilesl"	"2017-09-25"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"4"	"Student"	"113"
"gillikid"	"2016-05-02"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"6"	"Faculty"	"213"
"girtonm"	"2017-03-06"	"MKN"	"TRUMAN STATE UNIVERSITY"	"MO"	false	"11"	"Student"	"0"
"glassmam"	"2016-03-18"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"6"	"Student"	"133"
"glennons"	"2017-02-06"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"6"	"Student"	"207"
"glennons"	"2016-06-06"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"7"	"Student"	"1642"
"glennons"	"2016-06-06"	"FDA"	"FLORIDA STATE UNIVERSITY"	"FL"	false	"5"	"Student"	"1028"
"glennons"	"2017-02-06"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"6"	"Student"	"78"
"godwinr"	"2015-06-18"	"YFM"	"FARMINGDALE STATE"	"NY"	true	"9"	"Student"	"0"
"godwinr"	"2015-02-25"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"3"	"Student"	"116"
"goldermg"	"2013-10-08"	"LAF"	"LAFAYETTE COLLEGE"	"PA"	false	"7"	"Faculty"	"161"
"goldermg"	"2016-05-06"	"EXH"	"HOPE COLLEGE"	"MI"	false	"2"	"Faculty"	"617"
"goldermg"	"2016-03-02"	"FGM"	"FLORIDA ATLANTIC UNIVERSITY"	"FL"	false	"15"	"Faculty"	"1188"
"goldermg"	"2017-02-01"	"IAX"	"UNIVERSITY of ILLINOIS, CHICAGO"	"IL"	false	"5"	"Faculty"	"0"
"goldermg"	"2016-03-28"	"ZTM"	"MID-YORK LIBR SYST"	"NY"	false	"6"	"Faculty"	"0"
"goldermg"	"2016-09-23"	"NOS"	"NORTHERN STATE UNIVERSITY"	"SD"	false	"8"	"Faculty"	"0"
"goldermg"	"2015-02-11"	"HTM"	"WHITMAN COL, PENROSE MEM LIBRARY"	"WA"	false	"7"	"Faculty"	"2173"
"goodfels"	"2015-01-13"	"VXN"	"NEW YORK STATE DEPT of HEALTH"	"NY"	false	"3"	"Student"	"17"
"goodmal2"	"2016-05-31"	"YHM"	"HAMILTON COL LIBRARY"	"NY"	true	"4"	"Faculty"	"76"
"goodmal2"	"2016-05-27"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"8"	"Faculty"	"1617"
"gordonc2"	"2013-10-23"	"FQG"	"UNIVERSITY of MIAMI"	"FL"	false	"12"	"NA"	"0"
"gordonc2"	"2013-10-10"	"KZS"	"KUTZTOWN UNIVERSITY"	"PA"	false	"4"	"NA"	"0"
"gorkac"	"2014-06-03"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"6"	"Student"	"1617"
"gorkac"	"2014-05-23"	"MTH"	"MOUNT HOLYOKE COLLEGE"	"MA"	false	"9"	"Student"	"79"
"gorkac"	"2014-06-03"	"CBY"	"COLBY COLLEGE"	"ME"	true	"5"	"Student"	"245"
"gorkac"	"2014-05-05"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"gorkac"	"2014-06-03"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"gorskik"	"2014-11-26"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"17"	"Student"	"2415"
"gorskik"	"2014-11-26"	"ETS"	"EAST STROUDSBURG UNIV LIBRARY"	"PA"	false	"11"	"Student"	"0"
"gorskis"	"2016-09-15"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"4"	"NA"	"213"
"gouldh"	"2015-06-15"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"2"	"Student"	"78"
"gracerm"	"2017-10-09"	"ZCM"	"SUNY of TECH at CANTON"	"NY"	true	"5"	"Student"	"0"
"graebene"	"2014-03-31"	"TWU"	"UNIVERSITY of the SOUTH"	"TN"	false	"12"	"NA"	"830"
"graethem"	"2016-12-06"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"8"	"NA"	"438"
"graethem"	"2017-02-10"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"7"	"NA"	"237"
"graffc"	"2016-03-07"	"UIU"	"UNIVERSITY of ILLINOIS"	"IL"	false	"7"	"Student"	"763"
"graffc"	"2016-02-24"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"graffc"	"2016-03-17"	"YCM"	"SUNY CORTLAND"	"NY"	true	"5"	"Student"	"0"
"graffc"	"2016-03-17"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"3"	"Student"	"1642"
"graffc"	"2015-10-29"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"7"	"Student"	"109"
"graffc"	"2016-03-17"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"grahamk"	"2016-11-22"	"UCW"	"UNIVERSITY of CONNECTICUT"	"CT"	true	"5"	"Student"	"110"
"grahamm"	"2016-12-05"	"MTG"	"UNIVERSITY of MONTANA MANSFIELD LIBRARY"	"MT"	false	"8"	"Staff"	"0"
"grahamm"	"2016-06-06"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Staff"	"10"
"grahamm"	"2017-10-06"	"NAM"	"SUNY at ALBANY"	"NY"	true	"0"	"Staff"	"10"
"gregoryk"	"2017-03-09"	"JCD"	"COLLEGE of LAKE CNTY"	"IL"	false	"8"	"Student"	"0"
"griffia2"	"2015-03-25"	"VKM"	"SIENA COLLEGE"	"NY"	false	"2"	"Faculty"	"11"
"griffia2"	"2014-03-18"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"9"	"Faculty"	"966"
"griffia2"	"2017-03-16"	"CBY"	"COLBY COLLEGE"	"ME"	true	"5"	"Faculty"	"245"
"grigsbyj"	"2014-08-25"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"5"	"NA"	"213"
"gromee"	"2014-03-05"	"BTS"	"BATES COLLEGE"	"ME"	true	"5"	"Student"	"207"
"guol"	"2016-03-30"	"MNI"	"WINONA STATE UNIVERSITY"	"MN"	false	"7"	"Student"	"0"
"guol"	"2016-03-11"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"7"	"Student"	"438"
"gutierrb"	"2015-03-17"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"7"	"Student"	"214"
"gutierrb"	"2016-10-07"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"4"	"Student"	"109"
"hackerm"	"2016-11-16"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"9"	"Student"	"78"
"hagopiaj"	"2015-03-19"	"CLU"	"UNIVERSITY of CALIFORNIA, LOS ANGELES"	"CA"	false	"13"	"Student"	"0"
"hagopiaj"	"2015-03-19"	"IAO"	"NORTHEASTERN ILLINOIS UNIVERSITY"	"IL"	false	"12"	"Student"	"0"
"halaj"	"2016-06-03"	"PMD"	"MARICOPA COMMUN COL DIST"	"AZ"	false	"13"	"Student"	"2150"
"halaj"	"2016-03-15"	"FTU"	"UNIVERSITY of CENT FLORIDA"	"FL"	false	"11"	"Student"	"1063"
"halaj"	"2015-11-23"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"13"	"Student"	"186"
"halaj"	"2016-04-11"	"MR3"	"COLUMBIA COL, STAFFORD LIBRARY"	"MO"	false	"11"	"Student"	"0"
"halaj"	"2016-03-15"	"NOC"	"UNIVERSITY of N CAROLINA, CHAPEL HILL"	"NC"	false	"11"	"Student"	"0"
"halll"	"2015-03-20"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"5"	"Student"	"352"
"halll"	"2015-03-20"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"7"	"Student"	"139"
"halll"	"2015-03-20"	"UCW"	"UNIVERSITY of CONNECTICUT"	"CT"	true	"6"	"Student"	"110"
"hammondm"	"2016-04-06"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"8"	"Student"	"966"
"hamparim"	"2017-03-16"	"SNN"	"SMITH COLLEGE"	"MA"	false	"11"	"Student"	"74"
"hannibao"	"2017-09-22"	"VVC"	"COLGATE UNIVERSITY"	"NY"	true	"4"	"Student"	"81"
"hannibao"	"2017-09-25"	"ORC"	"REED COL LIBRARY"	"OR"	false	"8"	"Student"	"2384"
"hannibao"	"2017-09-22"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"5"	"Student"	"1642"
"harropj"	"2015-05-01"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"8"	"Student"	"91"
"hatleyj"	"2015-12-16"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Faculty"	"10"
"hatleyj"	"2016-10-03"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Faculty"	"10"
"hatleyj"	"2016-10-31"	"WCM"	"WILLIAMS COLL"	"MA"	false	"6"	"Faculty"	"37"
"hatleyj"	"2015-12-02"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"1"	"Faculty"	"14"
"hatleyj"	"2015-11-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"4"	"Faculty"	"10"
"hausnerh"	"2014-06-05"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"10"	"NA"	"213"
"hayesd2"	"2017-06-02"	"GZQ"	"MARQUETTE UNIV RAYNOR MEMORIAL LIBRARY"	"WI"	false	"7"	"Faculty"	"708"
"hayesd2"	"2017-03-28"	"ZRS"	"SAGE COL, THE"	"NY"	true	"7"	"Faculty"	"0"
"hayesd2"	"2017-05-04"	"IUP"	"PURDUE UNIVERSITY, INDIANAPOLIS"	"IN"	false	"4"	"Faculty"	"690"
"haysb"	"2014-04-18"	"VYF"	"FORDHAM UNIVERSITY"	"NY"	false	"10"	"Faculty"	"0"
"heinemam"	"2017-04-28"	"UCW"	"UNIVERSITY of CONNECTICUT"	"CT"	true	"6"	"Student"	"110"
"heinemam"	"2017-04-28"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"10"	"Student"	"78"
"hemmendd"	"2015-05-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Faculty"	"10"
"hemmendd"	"2015-06-11"	"IND"	"UNIVERSITY of NOTRE DAME"	"IN"	false	"44"	"Faculty"	"0"
"hemmendd"	"2014-04-25"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"12"	"Faculty"	"207"
"hemmendd"	"2014-03-31"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"Faculty"	"10"
"hemmendd"	"2014-07-07"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"hemmendd"	"2015-03-18"	"NYG"	"NEW YORK STATE LIBRARY"	"NY"	true	"2"	"Faculty"	"14"
"hemmendd"	"2013-09-12"	"DEH"	"HAGLEY MUS & LIBRARY"	"DE"	false	"15"	"Faculty"	"0"
"hemmendd"	"2015-12-02"	"YBM"	"BUFFALO STATE COLLEGE"	"NY"	true	"5"	"Faculty"	"0"
"hemmendd"	"2013-11-14"	"NDU"	"NATIONAL DEFENSE UNIV LIBRS"	"DC"	false	"8"	"Faculty"	"0"
"hemmendd"	"2015-11-19"	"GZT"	"UNIVERSITY of WISCONSIN, WHITEWATER"	"WI"	false	"9"	"Faculty"	"0"
"hemmendd"	"2014-04-25"	"NGA"	"NATIONAL GALLERY of ART"	"DC"	false	"6"	"Faculty"	"0"
"hemmendd"	"2014-03-14"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"3"	"Faculty"	"116"
"hemmendd"	"2015-03-10"	"TNY"	"TRINITY UNIV, COATES LIBRARY"	"TX"	false	"3"	"Faculty"	"1642"
"henneld"	"2014-03-21"	"GZN"	"UNIVERSITY of WISCONSIN, MILWAUKEE"	"WI"	false	"13"	"Student"	"705"
"henryc"	"2014-11-24"	"IDU"	"DEPAUW UNIVERSITY"	"IN"	false	"7"	"Student"	"706"
"henryg"	"2015-11-25"	"FDA"	"FLORIDA STATE UNIVERSITY"	"FL"	false	"7"	"Student"	"1028"
"henryg"	"2016-01-21"	"NAM"	"SUNY at ALBANY"	"NY"	true	"11"	"Student"	"10"
"henryg"	"2015-11-25"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"henselec"	"2016-04-28"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"6"	"Faculty"	"237"
"henselec"	"2015-11-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Faculty"	"10"
"heq"	"2016-05-03"	"VJK"	"SUNY ADIRONDACK LIBRARY"	"NY"	false	"4"	"NA"	"39"
