"user"	"date"	"oclc"	"name"	"state"	"ids"	"turn"	"status"	"distance"
"chinj2"	"2014-11-20"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"chtchekn"	"2017-01-03"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"8"	"Student"	"214"
"chulagrq"	"2017-03-16"	"UOK"	"SEATTLE PUB LIBRARY"	"WA"	false	"14"	"Faculty"	"0"
"cidamc"	"2017-09-12"	"HTM"	"WHITMAN COL, PENROSE MEM LIBRARY"	"WA"	false	"8"	"Faculty"	"2173"
"cidamc"	"2017-09-12"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"8"	"Faculty"	"1617"
"cidamc"	"2016-09-08"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"8"	"Faculty"	"214"
"cidamc"	"2017-07-26"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"13"	"Faculty"	"438"
"cidamc"	"2016-10-14"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"3"	"Faculty"	"199"
"cidamc"	"2016-11-18"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"7"	"Faculty"	"113"
"cidamc"	"2015-08-07"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"3"	"Faculty"	"21"
"cidamc"	"2016-10-14"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Faculty"	"10"
"cidamc"	"2017-07-26"	"BNG"	"STATE UNIVERSITY of NEW YORK, BINGHAMTON LIBRARY"	"NY"	true	"2"	"Faculty"	"116"
"clareyr"	"2017-09-06"	"MTH"	"MOUNT HOLYOKE COLLEGE"	"MA"	false	"6"	"Student"	"79"
"clarkm"	"2015-06-08"	"ZCZ"	"CAZENOVIA COL, WITHERILL LRNG CTR"	"NY"	true	"7"	"Student"	"0"
"clavettb"	"2017-04-10"	"YJL"	"ERIE COMMUN COLLEGE"	"NY"	true	"6"	"Student"	"0"
"clavettb"	"2014-12-05"	"ZYU"	"NEW YORK UNIVERSITY"	"NY"	false	"21"	"Student"	"144"
"clinet"	"2014-06-30"	"GZN"	"UNIVERSITY of WISCONSIN, MILWAUKEE"	"WI"	false	"9"	"Student"	"0"
"coelloe"	"2017-04-28"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"5"	"Student"	"352"
"coelloe"	"2017-05-26"	"WIB"	"LAWRENCE UNIVERSITY"	"WI"	false	"10"	"Student"	"731"
"cohenb"	"2015-03-17"	"ZMC"	"MANHATTAN COL LIBRARY"	"NY"	false	"4"	"Faculty"	"0"
"cohenb"	"2014-02-11"	"VXN"	"NEW YORK STATE DEPT of HEALTH"	"NY"	false	"4"	"Faculty"	"17"
"cohenb"	"2014-03-20"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"10"	"Faculty"	"2415"
"collingd"	"2017-06-26"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Faculty"	"10"
"collingd"	"2017-01-24"	"PUL"	"PRINCETON UNIVERSITY"	"NJ"	false	"6"	"Faculty"	"175"
"collinss"	"2017-10-19"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"8"	"Student"	"109"
"collinss"	"2017-10-13"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"5"	"Student"	"21"
"collinss"	"2017-10-13"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"4"	"Student"	"21"
"collinss"	"2017-09-19"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"4"	"Student"	"113"
"collinss"	"2017-10-13"	"PSC"	"SWARTHMORE COLLEGE"	"PA"	false	"14"	"Student"	"214"
"collinss"	"2017-10-12"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"2"	"Student"	"21"
"collinss"	"2017-10-13"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"5"	"Student"	"14"
"collinss"	"2017-09-12"	"VZS"	"SKIDMORE COLLEGE"	"NY"	false	"2"	"Student"	"21"
"collinss"	"2017-10-13"	"IEC"	"EARLHAM COLLEGE"	"IN"	false	"12"	"Student"	"880"
"collinss"	"2017-09-14"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"6"	"Student"	"453"
"collinss"	"2017-10-13"	"BTS"	"BATES COLLEGE"	"ME"	true	"10"	"Student"	"207"
"collinss"	"2017-10-13"	"LFM"	"FRANKLIN & MARSHALL COLLEGE"	"PA"	false	"4"	"Student"	"228"
"commitoa"	"2016-10-07"	"BTS"	"BATES COLLEGE"	"ME"	true	"7"	"Faculty"	"207"
"commitoa"	"2017-06-05"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"16"	"Faculty"	"116"
"commitoa"	"2016-11-17"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"9"	"Faculty"	"78"
"commitoa"	"2017-09-21"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"7"	"Faculty"	"206"
"commitoa"	"2017-08-21"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"7"	"Faculty"	"268"
"commitoa"	"2017-08-14"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"12"	"Faculty"	"237"
"commitoa"	"2017-08-04"	"CRL"	"CENTER FOR RES LIBRARY"	"IL"	false	"2"	"Faculty"	"0"
"commitoa"	"2017-09-27"	"IUL"	"INDIANA UNIVERSITY"	"IN"	false	"7"	"Faculty"	"702"
"commitoa"	"2017-08-25"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"4"	"Faculty"	"206"
"conlans"	"2016-03-10"	"ORE"	"OREGON STATE UNIV, CORVALLIS"	"OR"	false	"14"	"Student"	"2431"
"conlans"	"2017-05-23"	"YLC"	"CLINTON COMMUN COLLEGE"	"NY"	true	"4"	"Student"	"0"
"conlans"	"2017-06-08"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"cooleyk"	"2015-03-19"	"FGM"	"FLORIDA ATLANTIC UNIVERSITY"	"FL"	false	"6"	"Student"	"1188"
"cooll"	"2014-11-11"	"MOR"	"MORAVIAN COLLEGE"	"PA"	false	"6"	"Faculty"	"0"
"cooll"	"2014-11-11"	"LFM"	"FRANKLIN & MARSHALL COLLEGE"	"PA"	false	"7"	"Faculty"	"228"
"cooll"	"2014-11-11"	"TNY"	"TRINITY UNIV COATES LIBRARY"	"TX"	false	"6"	"Faculty"	"1642"
"corbinj"	"2015-07-17"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"3"	"Faculty"	"109"
"corbinj"	"2017-10-09"	"CSA"	"CALIFORNIA STATE UNIV, SACRAMENTO"	"CA"	false	"6"	"Faculty"	"0"
"corbinj"	"2017-10-09"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"6"	"Faculty"	"1313"
"corbinj"	"2017-06-29"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"10"	"Faculty"	"966"
"corbinj"	"2016-10-31"	"YZA"	"ALBANY LAW SCH"	"NY"	false	"3"	"Faculty"	"0"
"corbinj"	"2017-08-03"	"ORE"	"OREGON STATE UNIV, CORVALLIS"	"OR"	false	"8"	"Faculty"	"2431"
"corbinj"	"2017-03-01"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"8"	"Faculty"	"2415"
"corcoraj"	"2015-11-24"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"7"	"Student"	"78"
"corcoraj"	"2015-02-18"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"12"	"Student"	"2415"
"coxj"	"2016-04-13"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"12"	"Faculty"	"1313"
"coxj"	"2016-04-13"	"ZQM"	"SUNY at POTSDAM"	"NY"	true	"5"	"Faculty"	"0"
"coxl"	"2015-04-16"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"9"	"faculty"	"1313"
"cramsiej"	"2015-03-03"	"INU"	"NORTHWESTERN UNIVERSITY"	"IL"	false	"8"	"Faculty"	"702"
"cramsiej"	"2016-09-07"	"WOO"	"COLLEGE of WOOSTER"	"OH"	false	"7"	"Faculty"	"0"
"cramsiej"	"2014-10-09"	"VTU"	"UNIVERSITY of VERMONT, BAILEY LIBRARY"	"VT"	false	"6"	"Faculty"	"0"
"cramsiej"	"2014-03-14"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"13"	"Faculty"	"139"
"cramsiej"	"2016-08-08"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"5"	"Faculty"	"199"
"cramsiej"	"2014-05-23"	"HLS"	"HARVARD UNIV, HARVARD COL LIBRARY"	"MA"	false	"10"	"Faculty"	"146"
"cramsiej"	"2014-05-14"	"UAB"	"UNIVERSITY of ALBERTA"	"AB"	false	"14"	"Faculty"	"0"
"cramsiej"	"2016-03-30"	"GZN"	"UNIVERSITY of WISCONSIN, MILWAUKEE"	"WI"	false	"12"	"Faculty"	"705"
"cramsiej"	"2015-01-06"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"7"	"Faculty"	"78"
"cramsiej"	"2016-08-19"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"12"	"Faculty"	"438"
"creedonk"	"2013-11-18"	"YZA"	"ALBANY LAW SCH"	"NY"	false	"2"	"NA"	"0"
"cuozzok"	"2016-02-29"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"6"	"Student"	"78"
"cuozzok"	"2016-02-29"	"SNN"	"SMITH COLLEGE"	"MA"	false	"9"	"Student"	"74"
"cuozzok"	"2014-03-24"	"BOS"	"BOSTON UNIVERSITY"	"MA"	false	"7"	"Student"	"0"
"cuozzok"	"2016-02-29"	"Z5A"	"AUCKLAND UNIVERSITY of TECH"	"AS"	false	"20"	"Student"	"0"
"curleya"	"2016-02-29"	"SAP"	"SAN ANTONIO PUB LIBRARY"	"TX"	false	"10"	"Student"	"0"
"curleya"	"2015-11-09"	"BBH"	"BOWDOIN COLLEGE"	"ME"	true	"9"	"Student"	"213"
"curleya"	"2016-03-07"	"OKS"	"OKLAHOMA STATE UNIVERSITY"	"OK"	false	"8"	"Student"	"1313"
"curleya"	"2015-11-09"	"NAB"	"NASSAU LIBR SYST"	"NY"	false	"7"	"Student"	"0"
"curleya"	"2015-11-09"	"YBM"	"BUFFALO STATE COLLEGE"	"NY"	true	"8"	"Student"	"0"
"curreyj"	"2015-02-25"	"WHE"	"WHEATON COLLEGE"	"MA"	false	"5"	"Faculty"	"0"
"dallasm"	"2016-09-12"	"LAF"	"LAFAYETTE COLLEGE"	"PA"	false	"3"	"Faculty"	"161"
"dallasm"	"2016-06-10"	"SF8"	"SANTA FE INST"	"NM"	false	"0"	"Faculty"	"0"
"dallasm"	"2016-09-19"	"CBY"	"COLBY COLLEGE"	"ME"	true	"3"	"Faculty"	"245"
"dallasm"	"2015-01-14"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"7"	"Faculty"	"91"
"dallasm"	"2017-06-13"	"NDD"	"DUKE UNIV LIBRARY"	"NC"	false	"10"	"Faculty"	"0"
"dallasm"	"2015-03-18"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"8"	"Faculty"	"352"
"dallasm"	"2016-03-31"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"3"	"Faculty"	"352"
"dallasm"	"2016-04-25"	"BNG"	"STATE UNIVERSITY of NEW YORK, BINGHAMTON LIBRARY"	"NY"	true	"3"	"Faculty"	"116"
"dallasm"	"2015-06-08"	"PTP"	"POINT PARK UNIVERSITY"	"PA"	false	"8"	"Faculty"	"0"
"dallasm"	"2016-02-04"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"3"	"Faculty"	"352"
"dallasm"	"2016-04-20"	"ZCU"	"COLUMBIA UNIVERSITY"	"NY"	false	"6"	"Faculty"	"139"
"dallasm"	"2015-04-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"dallasm"	"2016-06-10"	"SYB"	"SYRACUSE UNIVERSITY"	"NY"	true	"3"	"Faculty"	"113"
"dallasm"	"2017-06-13"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Faculty"	"10"
"dallasm"	"2014-09-10"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"3"	"Faculty"	"199"
"dallasm"	"2016-02-04"	"BNG"	"STATE UNIVERSITY of NEW YORK, BINGHAMTON LIBRARY"	"NY"	true	"2"	"Faculty"	"116"
"dallasm"	"2015-11-13"	"CGU"	"UNIVERSITY of CHICAGO"	"IL"	false	"10"	"Faculty"	"701"
"dallasm"	"2016-05-13"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"7"	"Faculty"	"1617"
"dallasm"	"2016-05-13"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"dallasm"	"2014-11-20"	"ZIH"	"HOFSTRA UNIVERSITY"	"NY"	true	"25"	"Faculty"	"0"
"dallasm"	"2014-09-18"	"CBY"	"COLBY COLLEGE"	"ME"	true	"6"	"Faculty"	"245"
"dallasm"	"2016-05-13"	"PUL"	"PRINCETON UNIVERSITY"	"NJ"	false	"2"	"Faculty"	"175"
"dallasm"	"2015-02-04"	"ZRS"	"SAGE COL, THE"	"NY"	true	"5"	"Faculty"	"0"
"dallasm"	"2017-05-12"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"7"	"Faculty"	"186"
"dallasm"	"2016-04-29"	"DLC"	"LIBRARY of CONGRESS"	"DC"	false	"21"	"Faculty"	"0"
"dallasm"	"2016-06-10"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"10"	"Faculty"	"237"
"dallasm"	"2016-02-04"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"dallasm"	"2014-09-18"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Faculty"	"10"
"dallasm"	"2016-04-11"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"4"	"Faculty"	"199"
"dallasm"	"2015-02-04"	"HVC"	"HAVERFORD COLLEGE"	"PA"	false	"4"	"Faculty"	"207"
"daltone"	"2017-05-01"	"VZV"	"COLLEGE of MOUNT ST VINCENT"	"NY"	false	"11"	"Student"	"0"
"daniel.cohen"	"2015-11-20"	"GZN"	"UNIVERSITY of WISCONSIN, MILWAUKEE"	"WI"	false	"12"	"NA"	"705"
"daugherl"	"2017-10-19"	"VKM"	"SIENA COLLEGE"	"NY"	false	"5"	"Student"	"11"
"daugherl"	"2017-10-19"	"WEL"	"WELLESLEY COL, MARGARET CLAPP LIBRARY"	"MA"	true	"0"	"Student"	"138"
"davee"	"2016-11-17"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"davisl"	"2014-03-05"	"YRM"	"RENSSELAER POLYTECHNIC INST"	"NY"	false	"22"	"Faculty"	"14"
"deschamm"	"2015-06-24"	"MAC"	"MACALESTER COL LIBRARY"	"MN"	false	"6"	"Staff"	"967"
"deschamm"	"2015-10-26"	"LAF"	"LAFAYETTE COLLEGE"	"PA"	false	"2"	"Staff"	"161"
"deschamm"	"2017-07-06"	"YVO"	"ONONDAGA CNTY PUB LIBRARY"	"NY"	false	"5"	"Staff"	"0"
"deschamm"	"2015-01-05"	"OWS"	"WILLAMETTE UNIVERSITY"	"OR"	false	"7"	"Staff"	"2412"
"deschamm"	"2016-04-21"	"YVO"	"ONONDAGA CNTY PUB LIBRARY"	"NY"	false	"8"	"Staff"	"0"
"deschamm"	"2015-02-11"	"CSA"	"CALIFORNIA STATE UNIV, SACRAMENTO"	"CA"	false	"13"	"Staff"	"0"
"deschamm"	"2017-03-16"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"12"	"Staff"	"186"
"deschamm"	"2016-02-29"	"IDU"	"DEPAUW UNIVERSITY"	"IN"	false	"10"	"Staff"	"706"
"deschamm"	"2015-09-25"	"MAC"	"MACALESTER COL LIBRARY"	"MN"	false	"8"	"Staff"	"967"
"deschamm"	"2016-06-13"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"0"	"Staff"	"186"
"deschamm"	"2017-10-12"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"7"	"Staff"	"186"
"dibeneda"	"2014-03-17"	"FTU"	"UNIVERSITY of CENT FLORIDA"	"FL"	false	"5"	"Student"	"1063"
"digioacf"	"2017-09-21"	"NNM"	"DAVIDSON COLLEGE"	"NC"	false	"6"	"Student"	"626"
"digioacf"	"2017-09-25"	"VUE"	"UPPER HUDSON LIBR SYST"	"NY"	false	"10"	"Student"	"0"
"digioacf"	"2017-09-29"	"XFM"	"SUNY at FREDONIA"	"NY"	true	"3"	"Student"	"0"
"digioacf"	"2016-06-07"	"VLW"	"WASHINGTON & LEE UNIVERSITY"	"VA"	false	"3"	"Student"	"453"
"dillerl"	"2015-11-02"	"LVQ"	"LIVINGSTON PARK CNTY PUB LIBRARY"	"MT"	false	"19"	"Student"	"0"
"dimmitts"	"2014-01-22"	"WIH"	"WISCONSIN HISTORICAL SOCIETY"	"WI"	false	"5"	"Student"	"0"
"dimmitts"	"2014-03-18"	"AZS"	"ARIZONA STATE UNIVERSITY"	"AZ"	false	"10"	"Student"	"0"
"dimmitts"	"2014-01-24"	"YUM"	"YALE UNIV MED LIBRARY"	"CT"	false	"4"	"Student"	"0"
"dimmitts"	"2014-02-13"	"GDC"	"GETTYSBURG COLLEGE"	"PA"	false	"11"	"Student"	"268"
"dionisoc"	"2016-04-29"	"MNF"	"COLLEGE of ST BENEDICT"	"MN"	false	"8"	"Student"	"0"
"disalvij"	"2015-01-27"	"UZ0"	"UNIVERSITY of OTAGO LIBRARY"	"AS"	false	"11"	"Student"	"0"
"disalvij"	"2015-01-20"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"26"	"Student"	"2415"
"distefaa"	"2016-07-16"	"MFM"	"MISSISSIPPI STATE UNIVERSITY"	"MS"	false	"0"	"NA"	"0"
"dohertyk"	"2016-06-06"	"QUE"	"ALBUQUERQUE BERNALILLO CNTY LIBRARY"	"NM"	false	"12"	"Faculty"	"0"
"dohertym"	"2014-03-19"	"VXV"	"HUDSON VAL COMMUN COLLEGE"	"NY"	true	"6"	"Student"	"0"
"domorack"	"2017-05-19"	"SNN"	"SMITH COLLEGE"	"MA"	false	"8"	"Student"	"74"
"donadiom"	"2015-04-21"	"DLM"	"UNIVERSITY of DELAWARE"	"DE"	false	"9"	"Student"	"237"
"donadiom"	"2015-04-21"	"SNN"	"SMITH COLLEGE"	"MA"	false	"10"	"Student"	"74"
"donadiom"	"2015-04-21"	"WYU"	"UNIVERSITY of WYOMING LIBRARY"	"WY"	false	"10"	"Student"	"1617"
"donadiom"	"2015-03-30"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Student"	"10"
"donadiom"	"2015-04-29"	"MNN"	"CARLETON COLLEGE"	"MN"	false	"8"	"Student"	"966"
"donadiom"	"2015-04-21"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"6"	"Student"	"199"
"donadiom"	"2015-05-20"	"YCM"	"SUNY CORTLAND"	"NY"	true	"4"	"Student"	"0"
"donaldsg"	"2014-11-03"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"7"	"Faculty"	"206"
"donatid"	"2015-06-11"	"VYF"	"FORDHAM UNIVERSITY"	"NY"	false	"4"	"Student"	"0"
"douglass"	"2014-11-24"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"5"	"Student"	"109"
"douglass"	"2014-10-27"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"Student"	"10"
"douglass"	"2015-03-18"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"8"	"Student"	"109"
"douglass"	"2015-03-17"	"HTM"	"WHITMAN COL, PENROSE MEM LIBRARY"	"WA"	false	"7"	"Student"	"2173"
"downingl"	"2017-02-27"	"PBU"	"BUCKNELL UNIVERSITY"	"PA"	false	"4"	"Student"	"199"
"doylek"	"2014-01-09"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"Faculty"	"10"
"doylek"	"2017-10-13"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"10"	"Faculty"	"2415"
"doylek"	"2017-10-11"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"0"	"Faculty"	"78"
"doylek"	"2014-07-28"	"CS1"	"CALIFORNIA STATE UNIV, SAN MARCOS"	"CA"	false	"13"	"Faculty"	"0"
"doylek"	"2014-11-04"	"AMH"	"AMHERST COLLEGE"	"MA"	false	"8"	"Faculty"	"78"
"doylek"	"2014-01-16"	"CBY"	"COLBY COLLEGE"	"ME"	true	"7"	"Faculty"	"245"
"doylek"	"2014-09-29"	"NAM"	"SUNY at ALBANY"	"NY"	true	"7"	"Faculty"	"10"
"doylek"	"2014-09-29"	"CKM"	"CLARK UNIVERSITY"	"MA"	true	"13"	"Faculty"	"114"
"doylek"	"2014-02-10"	"WIB"	"LAWRENCE UNIVERSITY"	"WI"	false	"12"	"Faculty"	"731"
"doylek"	"2014-01-28"	"NAM"	"SUNY at ALBANY"	"NY"	true	"0"	"Faculty"	"10"
"doylek"	"2017-10-13"	"TWU"	"UNIVERSITY of the SOUTH"	"TN"	false	"9"	"Faculty"	"830"
"doylew"	"2014-11-18"	"ORC"	"REED COL LIBRARY"	"OR"	false	"13"	"Student"	"2384"
"dreeszem"	"2014-03-11"	"HTM"	"WHITMAN COL, PENROSE MEM LIBRARY"	"WA"	false	"7"	"Student"	"2173"
"driscole"	"2017-04-17"	"WCM"	"WILLIAMS COLL"	"MA"	false	"13"	"Student"	"37"
"dudeckc"	"2014-03-11"	"CFI"	"CALIFORNIA STATE UNIV, FULLERTON"	"CA"	false	"12"	"Student"	"0"
"dudeckc"	"2014-03-11"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"9"	"Student"	"352"
"dudeckc"	"2014-03-11"	"ORC"	"REED COL LIBRARY"	"OR"	false	"13"	"Student"	"2384"
"dudeckc"	"2014-03-11"	"DNU"	"DENISON UNIVERSITY"	"OH"	false	"5"	"Student"	"534"
"edsonj"	"2017-06-05"	"BXM"	"BOSTON COLLEGE"	"MA"	false	"8"	"Student"	"144"
"egglinm"	"2017-02-24"	"EXH"	"HOPE COLLEGE"	"MI"	false	"7"	"Student"	"617"
"egglinm"	"2017-05-03"	"QT5"	"TOM GREEN CNTY LIBR SYST"	"TX"	false	"25"	"Student"	"0"
"egglinm"	"2017-02-07"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"egglinm"	"2017-05-02"	"TME"	"MCALLEN PUB LIBRARY"	"TX"	false	"27"	"Student"	"0"
"ellerths"	"2015-11-05"	"CPD"	"PALOMAR COMMUN COLLEGE"	"CA"	false	"10"	"Student"	"0"
"ellerths"	"2015-11-20"	"REC"	"CLARION UNIVERSITY of PENNSYLVANIA"	"PA"	false	"6"	"Student"	"0"
"ellerths"	"2015-11-20"	"YQR"	"ROCHESTER PUB LIBRARY"	"NY"	false	"10"	"Student"	"186"
"elstiend"	"2017-04-12"	"BMC"	"BRYN MAWR COLLEGE"	"PA"	false	"3"	"Student"	"206"
"elstiend"	"2016-11-04"	"NAM"	"SUNY at ALBANY"	"NY"	true	"3"	"Student"	"10"
"epsteinm"	"2017-01-03"	"FXG"	"FLORIDA INT UNIVERSITY"	"FL"	false	"12"	"Student"	"0"
"epsteinm"	"2017-01-03"	"VFL"	"LE MOYNE COLL LIBRARY"	"NY"	false	"2"	"Student"	"0"
"ericksoh"	"2017-01-04"	"XJM"	"SCHENECTADY CNTY COMMUN COLLEGE"	"NY"	true	"2"	"Student"	"0"
"ericksoh"	"2016-04-14"	"NAM"	"SUNY at ALBANY"	"NY"	true	"2"	"Student"	"10"
"ertelc"	"2013-11-25"	"NAM"	"SUNY at ALBANY"	"NY"	true	"6"	"Student"	"10"
"ervina"	"2017-02-03"	"CTL"	"CONNECTICUT COLLEGE"	"CT"	false	"2"	"Staff"	"136"
"ervina"	"2016-08-15"	"ILU"	"TEXAS TECH UNIVERSITY"	"TX"	false	"8"	"Staff"	"1637"
"evansk"	"2017-05-05"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"7"	"Student"	"91"
"evansk"	"2016-03-16"	"ISU"	"INDIANA STATE UNIVERSITY"	"IN"	false	"6"	"Student"	"0"
"evansk"	"2015-03-17"	"TWU"	"UNIVERSITY of the SOUTH"	"TN"	false	"9"	"Student"	"830"
"evansk"	"2016-11-22"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"6"	"Student"	"352"
"fairchiw"	"2013-10-28"	"EXH"	"HOPE COLLEGE"	"MI"	false	"2"	"Faculty"	"617"
"farberm"	"2015-03-25"	"BNG"	"STATE UNIVERSITY of NEW YORK, BINGHAMTON LIBRARY"	"NY"	true	"2"	"Student"	"116"
"farberm"	"2015-03-12"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"10"	"Student"	"438"
"farberm"	"2014-06-12"	"ICY"	"AUGUSTANA COLLEGE"	"IL"	false	"10"	"Student"	"0"
"fashemib"	"2016-06-07"	"WLU"	"WESLEYAN UNIVERSITY"	"CT"	false	"6"	"Student"	"109"
"ferdenzm"	"2016-06-08"	"ZYU"	"NEW YORK UNIVERSITY"	"NY"	false	"5"	"Student"	"144"
"ferdenzm"	"2016-06-01"	"CTL"	"CONNECTICUT COLLEGE"	"CT"	false	"5"	"Student"	"136"
"ferriss"	"2016-11-07"	"NAM"	"SUNY at ALBANY"	"NY"	true	"5"	"Staff"	"10"
"ferrym"	"2015-05-19"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"6"	"Faculty"	"352"
"ferrym"	"2017-10-04"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"3"	"Faculty"	"133"
"ferrym"	"2016-03-28"	"MDY"	"MIDDLEBURY COLLEGE"	"VT"	true	"7"	"Faculty"	"91"
"ferrym"	"2017-05-16"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"4"	"Faculty"	"133"
"ferrym"	"2017-10-04"	"DLC"	"LIBRARY of CONGRESS"	"DC"	false	"15"	"Faculty"	"0"
"ferrym"	"2017-01-27"	"HDC"	"THE CLAREMONT COLLEGES"	"CA"	true	"8"	"Faculty"	"2415"
"ferrym"	"2015-09-03"	"YSM"	"STONY BROOK UNIVERSITY"	"NY"	true	"7"	"Faculty"	"138"
"ferrym"	"2017-09-08"	"VXW"	"VASSAR COLLEGE"	"NY"	false	"6"	"Faculty"	"78"
"ferrym"	"2014-05-05"	"NHI"	"HIGH POINT UNIV, SMITH LIBRARY"	"NC"	false	"9"	"Faculty"	"0"
"ferrym"	"2017-08-29"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"7"	"Faculty"	"133"
"ferrym"	"2015-05-07"	"NUI"	"UNIVERSITY of IOWA LIBRARY"	"IA"	false	"8"	"Faculty"	"0"
"ferrym"	"2016-03-08"	"OBE"	"OBERLIN COL LIBRARY"	"OH"	false	"9"	"Faculty"	"438"
"ferrym"	"2015-09-03"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"3"	"Faculty"	"116"
"ferrym"	"2015-06-17"	"PIT"	"UNIVERSITY of PITTSBURGH"	"PA"	false	"3"	"Faculty"	"352"
"ferrym"	"2013-09-19"	"IDU"	"DEPAUW UNIVERSITY"	"IN"	false	"12"	"Faculty"	"706"
"ferrym"	"2015-05-19"	"YUS"	"YALE UNIV LIBRARY"	"CT"	false	"6"	"Faculty"	"116"
"ferrym"	"2017-09-19"	"COO"	"CORNELL UNIVERSITY"	"NY"	false	"5"	"Faculty"	"133"
